time-pyr1[s],Pyr-1[C],time-pyr2[s],Pyr-2[C],time-tc4[s],TC-4[C]
,,,,140.7495,355.3823245
,,,,140.8495,355.181098
,,,,140.9495,354.960918
,,,,141.0495,354.7368933
,,,,141.1495,354.5201639
,,,,141.2495,354.2687747
,,,,141.3495,354.0659485
,,,,141.4495,353.8524948
,,,,141.5495,353.6121454
,,,,141.6495,353.3906769
,,,,141.7495,353.1853796
,,,,141.8495,352.9404694
,,,,141.9495,352.711322
,,,,142.0495,352.5085904
,,,,142.1495,352.2736081
,,,,142.2495,352.05134
,,,,142.3495,351.8582022
,,,,142.4495,351.6052914
,,,,142.5495,351.3997543
,,,,142.6495,351.1705328
,,,,142.7495,350.9538742
,,,,142.8495,350.7336871
,,,,142.9495,350.5212561
,,,,143.0495,350.3180383
,,,,143.1495,350.0961807
,,,,143.2495,349.8647888
,,,,143.3495,349.6556635
,,,,143.4495,349.4345938
,,,,143.5495,349.2090482
,,,,143.6495,348.9868625
,,,,143.7495,348.7768365
,,,,143.8495,348.5471378
,,,,143.9495,348.3296832
,,,,144.0495,348.1127078
,,,,144.1495,347.9006055
,,,,144.2495,347.6853775
,,,,144.3495,347.4846396
,,,,144.4495,347.2825394
,,,,144.5495,347.046908
,,,,144.6495,346.8124173
,,,,144.7495,346.6035855
,,,,144.8495,346.4103644
,,,,144.9495,346.1808997
,,,,145.0495,345.9820874
,,,,145.1495,345.7468506
,,,,145.2495,345.5357996
,,,,145.3495,345.33914
,,,,145.4495,345.1302393
,,,,145.5495,344.8687759
,,,,145.6495,344.6997144
,,,,145.7495,344.4632901
,,,,145.8495,344.2566296
,,,,145.9495,344.0555682
,,,,146.0495,343.8464175
,,,,146.1495,343.6228027
,,,,146.2495,343.409339
,,,,146.3495,343.2134708
,,,,146.4495,343.0075369
,,,,146.5495,342.7912708
,,,,146.6495,342.570614
,,,,146.7495,342.3635507
,,,,146.8495,342.1502457
,,,,146.9495,341.9419165
,,,,147.0495,341.7237302
,,,,147.1495,341.5269913
,,,,147.2495,341.3272742
,,,,147.3495,341.0957458
,,,,147.4495,340.9025275
,,,,147.5495,340.6744299
,,,,147.6495,340.4879202
,,,,147.7495,340.2840686
,,,,147.8495,340.0847714
,,,,147.9495,339.8584128
,,,,148.0495,339.6559174
,,,,148.1495,339.4556573
,,,,148.2495,339.25108
,,,,148.3495,339.0244861
,,,,148.4495,338.8135068
,,,,148.5495,338.6228513
,,,,148.6495,338.4152338
,,,,148.7495,338.214574
,,,,148.8495,337.9951883
,,,,148.9495,337.7950143
,,,,149.0495,337.611777
,,,,149.1495,337.3996823
,,,,149.2495,337.1861426
,,,,149.3495,336.9861203
,,,,149.4495,336.7880252
,,,,149.5495,336.5844772
,,,,149.6495,336.3694977
,,,,149.7495,336.182756
,,,,149.8495,335.9864197
,,,,149.9495,335.7643185
,,,,150.0495,335.5805359
,,,,150.1495,335.3650775
,,,,150.2495,335.1614594
,,,,150.3495,334.9630331
,,,,150.4495,334.7512595
,,,,150.5495,334.5642825
,,,,150.6495,334.3509824
,,,,150.7495,334.1422406
,,,,150.8495,333.9658905
,,,,150.9495,333.7575562
,,,,151.0495,333.5597836
,,,,151.1495,333.3669562
,,,,151.2495,333.1532599
,,,,151.3495,332.9365134
,,,,151.4495,332.7526547
,,,,151.5495,332.5734299
,,,,151.6495,332.3567722
,,,,151.7495,332.1533786
,,,,151.8495,331.9552811
,,,,151.9495,331.7508728
,,,,152.0495,331.5545361
,,,,152.1495,331.3551416
,,,,152.2495,331.1533679
,,,,152.3495,330.9557474
,,,,152.4495,330.7526895
,,,,152.5495,330.5678619
,,,,152.6495,330.3816895
,,,,152.7495,330.1779071
,,,,152.8495,329.9692441
,,,,152.9495,329.7931458
,,,,153.0495,329.5885648
,,,,153.1495,329.3839798
,,,,153.2495,329.2147662
,,,,153.3495,328.9942603
,,,,153.4495,328.7796817
,,,,153.5495,328.5804666
,,,,153.6495,328.3836499
,,,,153.7495,328.1987503
,,,,153.8495,328.0180914
,,,,153.9495,327.8092679
,,,,154.0495,327.5935709
,,,,154.1495,327.4042719
,,,,154.2495,327.21953
,,,,154.3495,327.0179196
,,,,154.4495,326.8287631
,,,,154.5495,326.6568921
,,,,154.6495,326.473291
,,,,154.7495,326.2482303
,,,,154.8495,326.0747699
,,,,154.9495,325.8822729
,,,,155.0495,325.7000922
,,,,155.1495,325.5055997
,,,,155.2495,325.2994098
,,,,155.3495,325.113468
,,,,155.4495,324.9314456
,,,,155.5495,324.733913
,,,,155.6495,324.5420551
,,,,155.7495,324.3306732
,,,,155.8495,324.1565765
,,,,155.9495,323.9862332
,,,,156.0495,323.7864581
,,,,156.1495,323.5601132
,,,,156.2495,323.4192099
,,,,156.3495,323.2115945
,,,,156.4495,323.0214172
,,,,156.5495,322.8437201
,,,,156.6495,322.6427356
,,,,156.7495,322.4338373
,,,,156.8495,322.2524484
,,,,156.9495,322.0737137
,,,,157.0495,321.8514554
,,,,157.1495,321.711362
,,,,157.2495,321.4912689
,,,,157.3495,321.3225214
,,,,157.4495,321.1489142
,,,,157.5495,320.9511252
,,,,157.6495,320.7451917
,,,,157.7495,320.5902124
,,,,157.8495,320.3741861
,,,,157.9495,320.1871274
,,,,158.0495,320.0175845
,,,,158.1495,319.8355777
,,,,158.2495,319.62771
,,,,158.3495,319.4713831
,,,,158.4495,319.2827939
,,,,158.5495,319.0886963
,,,,158.6495,318.8977899
,,,,158.7495,318.7249014
,,,,158.8495,318.5347217
,,,,158.9495,318.3481351
,,,,159.0495,318.1644388
,,,,159.1495,317.9881757
,,,,159.2495,317.803847
,,,,159.3495,317.6135931
,,,,159.4495,317.4286865
,,,,159.5495,317.2556281
,,,,159.6495,317.0731271
,,,,159.7495,316.8831906
,,,,159.8495,316.7119754
,,,,159.9495,316.4970703
,,,,160.0495,316.3392987
,,,,160.1495,316.1423129
,,,,160.2495,315.9686108
,,,,160.3495,315.7985205
,,,,160.4495,315.6104086
,,,,160.5495,315.4267169
,,,,160.6495,315.2467752
,,,,160.7495,315.0593231
,,,,160.8495,314.8952982
,,,,160.9495,314.7240091
,,,,161.0495,314.5416724
,,,,161.1495,314.3534866
,,,,161.2495,314.1591562
,,,,161.3495,313.9848999
,,,,161.4495,313.7973605
,,,,161.5495,313.6390164
,,,,161.6495,313.4376361
,,,,161.7495,313.2605017
,,,,161.8495,313.0860901
,,,,161.9495,312.9003073
,,,,162.0495,312.7054034
,,,,162.1495,312.5572369
,,,,162.2495,312.3644086
,,,,162.3495,312.1828625
,,,,162.4495,312.0178125
,,,,162.5495,311.8444278
,,,,162.6495,311.6764114
,,,,162.7495,311.4692813
,,,,162.8495,311.3291077
,,,,162.9495,311.1128329
,,,,163.0495,310.9444266
,,,,163.1495,310.78073
,,,,163.2495,310.6004742
,,,,163.3495,310.4155734
,,,,163.4495,310.2520441
,,,,163.5495,310.0845767
,,,,163.6495,309.8971973
,,,,163.7495,309.7495822
,,,,163.8495,309.5395676
,,,,163.9495,309.3767493
,,,,164.0495,309.1944769
,,,,164.1495,309.0147168
,,,,164.2495,308.8386014
,,,,164.3495,308.6713174
,,,,164.4495,308.4990509
,,,,164.5495,308.3263919
,,,,164.6495,308.1283008
,,,,164.7495,307.9465958
,,,,164.8495,307.7845737
,,,,164.9495,307.6048892
,,,,165.0495,307.4463943
,,,,165.1495,307.269252
,,,,165.2495,307.1103525
,,,,165.3495,306.9337796
,,,,165.4495,306.7362335
,,,,165.5495,306.5794232
,,,,165.6495,306.3987701
,,,,165.7495,306.2306665
,,,,165.8495,306.0636081
,,,,165.9495,305.8723911
,,,,166.0495,305.718219
,,,,166.1495,305.5285062
,,,,166.2495,305.3863269
,,,,166.3495,305.1968851
,,,,166.4495,305.028223
,,,,166.5495,304.8589221
,,,,166.6495,304.6816327
,,,,166.7495,304.5226468
,,,,166.8495,304.3252722
,,,,166.9495,304.1510889
,,,,167.0495,303.9995587
,,,,167.1495,303.8463409
,,,,167.2495,303.6705652
,,,,167.3495,303.4887024
,,,,167.4495,303.3302084
,,,,167.5495,303.160907
,,,,167.6495,302.9908951
,,,,167.7495,302.8323169
,,,,167.8495,302.6549396
,,,,167.9495,302.4945132
,,,,168.0495,302.3179385
,,,,168.1495,302.1484149
,,,,168.2495,301.9789493
,,,,168.3495,301.8273358
,,,,168.4495,301.6359509
,,,,168.5495,301.4936221
,,,,168.6495,301.3179239
,,,,168.7495,301.1557336
,,,,168.8495,300.9929297
,,,,168.9495,300.8021066
,,,,169.0495,300.6448978
,,,,169.1495,300.4931955
,,,,169.2495,300.3299786
,,,,169.3495,300.1887689
,,,,169.4495,299.9950708
,,,,169.5495,299.8208923
,,,,169.6495,299.6832751
,,,,169.7495,299.5093375
,,,,169.8495,299.3075598
,,,,169.9495,299.1772958
,,,,170.0495,298.9914557
,,,,170.1495,298.8233499
,,,,170.2495,298.652619
,,,,170.3495,298.4973917
,,,,170.4495,298.3555353
,,,,170.5495,298.1889651
,,,,170.6495,298.0242282
,,,,170.7495,297.8204483
,,,,170.8495,297.6706638
,,,,170.9495,297.4964941
,,,,171.0495,297.3528693
,,,,171.1495,297.1759009
,,,,171.2495,297.0090799
,,,,171.3495,296.8199469
,,,,171.4495,296.6671219
,,,,171.5495,296.4966296
,,,,171.6495,296.3616531
,,,,171.7495,296.1984396
,,,,171.8495,296.0400281
,,,,171.9495,295.8772855
,,,,172.0495,295.7242352
,,,,172.1495,295.5546985
,,,,172.2495,295.3900253
,,,,172.3495,295.2188962
,,,,172.4495,295.0533627
,,,,172.5495,294.9039059
,,,,172.6495,294.723718
,,,,172.7495,294.5741061
,,,,172.8495,294.4139337
,,,,172.9495,294.25785
,,,,173.0495,294.1018921
,,,,173.1495,293.9345364
,,,,173.2495,293.7789063
,,,,173.3495,293.6142575
,,,,173.4495,293.4449588
,,,,173.5495,293.3034366
,,,,173.6495,293.1237317
,,,,173.7495,292.9959436
,,,,173.8495,292.812652
,,,,173.9495,292.6676917
,,,,174.0495,292.4899118
,,,,174.1495,292.3506879
,,,,174.2495,292.185386
,,,,174.3495,292.0288895
,,,,174.4495,291.8669556
,,,,174.5495,291.7275076
,,,,174.6495,291.5601233
,,,,174.7495,291.4008258
,,,,174.8495,291.2720056
,,,,174.9495,291.0914459
,,,,175.0495,290.943577
,,,,175.1495,290.7718823
,,,,175.2495,290.6125894
,,,,175.3495,290.4532016
,,,,175.4495,290.2921588
,,,,175.5495,290.142218
,,,,175.6495,289.9763644
,,,,175.7495,289.827789
,,,,175.8495,289.6830591
,,,,175.9495,289.535202
,,,,176.0495,289.3807739
,,,,176.1495,289.2195767
,,,,176.2495,289.0569113
,,,,176.3495,288.9107309
,,,,176.4495,288.7310284
,,,,176.5495,288.5851743
,,,,176.6495,288.4397308
,,,,176.7495,288.2913861
,,,,176.8495,288.1195309
,,,,176.9495,287.9563937
,,,,177.0495,287.8242944
,,,,177.1495,287.6582813
,,,,177.2495,287.5060294
,,,,177.3495,287.3612201
,,,,177.4495,287.2004895
,,,,177.5495,287.0555078
,,,,177.6495,286.8862854
,,,,177.7495,286.748761
,,,,177.8495,286.5884979
,,,,177.9495,286.4512848
,,,,178.0495,286.2925504
,,,,178.1495,286.120845
,,,,178.2495,285.9776416
,,,,178.3495,285.8331396
,,,,178.4495,285.6557736
,,,,178.5495,285.523432
,,,,178.6495,285.365488
,,,,178.7495,285.2206885
,,,,178.8495,285.088595
,,,,178.9495,284.9364935
,,,,179.0495,284.7899948
,,,,179.1495,284.6381332
,,,,179.2495,284.4822031
,,,,179.3495,284.3281088
,,,,179.4495,284.1816083
,,,,179.5495,283.999838
,,,,179.6495,283.8900677
,,,,179.7495,283.7423648
,,,,179.8495,283.5844388
,,,,179.9495,283.4536209
,,,,180.0495,283.2820929
,,,,180.1495,283.1547159
,,,,180.2495,282.9942041
,,,,180.3495,282.8472437
,,,,180.4495,282.6737015
,,,,180.5495,282.5160867
,,,,180.6495,282.3760703
,,,,180.7495,282.2301218
,,,,180.8495,282.0689111
,,,,180.9495,281.9249777
,,,,181.0495,281.7640018
,,,,181.1495,281.6226285
,,,,181.2495,281.4626163
,,,,181.3495,281.3409109
,,,,181.4495,281.1908279
,,,,181.5495,281.0558505
,,,,181.6495,280.9012732
,,,,181.7495,280.7344565
,,,,181.8495,280.607095
,,,,181.9495,280.4153033
,,,,182.0495,280.3003366
,,,,182.1495,280.1547897
,,,,182.2495,280.0149454
,,,,182.3495,279.8742126
,,,,182.4495,279.7127512
,,,,182.5495,279.5608157
,,,,182.6495,279.4443329
,,,,182.7495,279.2900858
,,,,182.8495,279.18134
,,,,182.9495,279.002681
,,,,183.0495,278.8454672
,,,,183.1495,278.6944971
,,,,183.2495,278.5680005
,,,,183.3495,278.4034216
,,,,183.4495,278.2655646
,,,,183.5495,278.1182755
,,,,183.6495,277.9996188
,,,,183.7495,277.8324896
,,,,183.8495,277.680621
,,,,183.9495,277.5604559
,,,,184.0495,277.4050769
,,,,184.1495,277.2629099
,,,,184.2495,277.1120123
,,,,184.3495,276.9834335
,,,,184.4495,276.8299008
,,,,184.5495,276.6934836
,,,,184.6495,276.5745197
,,,,184.7495,276.4161026
,,,,184.8495,276.2680005
,,,,184.9495,276.1163116
,,,,185.0495,275.9764459
,,,,185.1495,275.8511664
,,,,185.2495,275.7051392
,,,,185.3495,275.5680106
,,,,185.4495,275.4146301
,,,,185.5495,275.263978
,,,,185.6495,275.1333249
,,,,185.7495,274.9705917
,,,,185.8495,274.8293027
,,,,185.9495,274.696329
,,,,186.0495,274.5586304
,,,,186.1495,274.4196591
,,,,186.2495,274.3031592
,,,,186.3495,274.1332281
,,,,186.4495,273.9975278
,,,,186.5495,273.8704834
,,,,186.6495,273.7144513
,,,,186.7495,273.5687711
,,,,186.8495,273.4458731
,,,,186.9495,273.2800223
,,,,187.0495,273.1486395
,,,,187.1495,273.036955
,,,,187.2495,272.8762177
,,,,187.3495,272.743725
,,,,187.4495,272.6109863
,,,,187.5495,272.4812985
,,,,187.6495,272.3369586
,,,,187.7495,272.178548
,,,,187.8495,272.0421268
,,,,187.9495,271.9195587
,,,,188.0495,271.7686591
,,,,188.1495,271.6201666
,,,,188.2495,271.3295096
,,,,188.3495,271.1253152
,,,,188.4495,270.9703409
,,,,188.5495,270.8478439
,,,,188.6495,270.6915915
,,,,188.7495,270.53797
,,,,188.8495,270.4101257
,,,,188.9495,270.3086011
,,,,189.0495,270.1590619
,,,,189.1495,270.005603
,,,,189.2495,269.859108
,,,,189.3495,269.7565338
,,,,189.4495,269.582037
,,,,189.5495,269.4701886
,,,,189.6495,269.3271368
,,,,189.7495,269.1894333
,,,,189.8495,269.0611832
,,,,189.9495,268.9205353
,,,,190.0495,268.7978864
,,,,190.1495,268.658588
,,,,190.2495,268.5244882
,,,,190.3495,268.3753635
,,,,190.4495,268.2274994
,,,,190.5495,268.0886844
,,,,190.6495,267.9714044
,,,,190.7495,267.8564929
,,,,190.8495,267.7020859
,,,,190.9495,267.5787177
,,,,191.0495,267.4347879
,,,,191.1495,267.3027643
,,,,191.2495,267.188432
,,,,191.3495,267.0289023
,,,,191.4495,266.8749603
,,,,191.5495,266.7714331
,,,,191.6495,266.618616
,,,,191.7495,266.4842017
,,,,191.8495,266.3573962
,,,,191.9495,266.2272183
,,,,192.0495,266.0924863
,,,,192.1495,265.9575085
,,,,192.2495,265.7993301
,,,,192.3495,265.713244
,,,,192.4495,265.5518002
,,,,192.5495,265.4225842
,,,,192.6495,265.3011234
,,,,192.7495,265.1919113
,,,,192.8495,265.0379785
,,,,192.9495,264.8950058
,,,,193.0495,264.7535565
,,,,193.1495,264.6179413
,,,,193.2495,264.500885
,,,,193.3495,264.3729486
,,,,193.4495,264.2371707
,,,,193.5495,264.0791623
,,,,193.6495,263.9767471
,,,,193.7495,263.8497791
,,,,193.8495,263.6916705
,,,,193.9495,263.5836673
,,,,194.0495,263.4401398
,,,,194.1495,263.3199615
,,,,194.2495,263.1815457
,,,,194.3495,263.0532886
,,,,194.4495,262.9375244
,,,,194.5495,262.7907928
,,,,194.6495,262.6715726
,,,,194.7495,262.5422034
,,,,194.8495,262.3975546
,,,,194.9495,262.289292
,,,,195.0495,262.1709628
,,,,195.1495,262.0383099
,,,,195.2495,261.9009369
,,,,195.3495,261.7856476
,,,,195.4495,261.6334732
,,,,195.5495,261.5132138
,,,,195.6495,261.3791293
,,,,195.7495,261.2399142
,,,,195.8495,261.1026044
,,,,195.9495,260.9956424
,,,,196.0495,260.8556351
,,,,196.1495,260.7175314
,,,,196.2495,260.611839
,,,,196.3495,260.4639148
,,,,196.4495,260.3244516
,,,,196.5495,260.1900394
,,,,196.6495,260.064751
,,,,196.7495,259.952739
,,,,196.8495,259.8354456
,,,,196.9495,259.7031937
,,,,197.0495,259.5940573
,,,,197.1495,259.462608
,,,,197.2495,259.3097192
,,,,197.3495,259.2081937
,,,,197.4495,259.0716873
,,,,197.5495,258.9557504
,,,,197.6495,258.807821
,,,,197.7495,258.7041248
,,,,197.8495,258.5565143
,,,,197.9495,258.4425809
,,,,198.0495,258.3280008
,,,,198.1495,258.2018488
,,,,198.2495,258.0643146
,,,,198.3495,257.9433316
,,,,198.4495,257.8241278
,,,,198.5495,257.6882037
,,,,198.6495,257.5582544
,,,,198.7495,257.433605
,,,,198.8495,257.304549
,,,,198.9495,257.1744534
,,,,199.0495,257.0264417
,,,,199.1495,256.9083472
,,,,199.2495,256.7684915
,,,,199.3495,256.6334305
,,,,199.4495,256.5168594
,,,,199.5495,256.3870813
,,,,199.6495,256.2633237
,,,,199.7495,256.105148
,,,,199.8495,255.9810527
,,,,199.9495,255.8845634
