time,fgr
0.0,0.9687555466267
0.73961,0.9687559035122542
1.4792,0.9687532915690588
2.2188,0.9687423971221631
2.9584,0.9687220738238538
3.698,0.9686985116152124
4.4376,0.9752651555310079
5.1772,0.9857853004272314
5.9168,0.99620577659871
6.6565,1.006597053661243
7.3961,1.016799746541572
8.1357,1.102695163959663
8.8753,1.4104080336001052
9.6149,1.6758741935977313
10.354,1.9052077623892003
11.094,2.113574080912525
11.834,2.2859219345744397
12.573,2.5552073327646587
13.313,2.8303885057699407
14.053,3.0802470734588763
14.792,3.3297679944347176
15.532,3.556878872584436
16.271,3.8406724504159655
17.011,4.303885579764703
17.751,4.7305474128844915
18.49,5.087075066335466
19.23,5.388023553431859
19.969,5.6885653533835265
20.709,6.286974137578392
21.449,6.766511732628221
22.188,7.18322532442012
22.928,7.514449157527851
23.667,7.845225390861113
24.407,8.59361400451917
25.147,9.226208167609341
25.886,9.857947473722367
26.626,10.347874841961598
27.365,10.74292747993952
28.105,11.573923492552233
28.845,12.421381066037315
29.584,13.267693426585259
30.324,13.876668193761482
31.063,14.400330199394805
31.803,14.924700813966748
32.543,15.449071428538684
33.282,15.972733434172008
34.022,16.298144616711276
34.761,16.595527692377214
35.501,16.89331318086543
36.241,17.19109866935365
36.98,17.488481745019584
37.72,17.786267233507804
38.46,18.084052721996024
39.199,18.381435797661958
39.939,18.679221286150177
40.678,18.955752275350534
41.418,19.121527406556645
42.158,19.287302537762756
42.897,19.45285364852129
43.637,19.618628779727402
44.376,19.784179890485937
45.116,19.949955021692052
45.856,20.115730152898163
46.595,20.281281263656698
47.335,20.44705639486281
48.074,20.612607505621344
48.814,20.77838263682746
49.554,23.17546772681947
50.293,23.20210398679012
51.033,23.32596506266338
51.772,23.39324145614201
52.512,23.471655108398508
53.252,23.553583552880553
53.991,23.647356492728804
54.731,23.744468326825505
55.47,23.84144892871397
56.21,23.938560762810674
56.95,24.044928947722777
57.689,24.151720543917737
58.429,24.258656648361942
59.168,24.365448244556895
59.908,24.4723843490011
60.648,24.579320453445305
61.387,24.68611204964026
62.127,24.79049135404593
62.867,24.887218652580863
63.606,24.983815238550214
64.346,25.080542537085154
65.085,25.177139123054502
65.825,25.27386642158944
66.565,25.370593720124376
67.304,25.467190306093723
68.044,25.56391760462866
68.783,25.660514190598008
69.523,25.757241489132944
70.263,25.853968787667885
71.002,25.95056537363723
71.742,27.48273459422395
72.481,27.651346915779087
73.221,27.676702983005605
