time,fgr
0.0,5.8149267717498
0.73961,5.814917485620951
1.4792,5.8149018075392185
2.2188,5.814836414069591
2.9584,5.814714591472622
3.698,5.814588502776787
4.4376,5.8362524488374214
5.1772,5.8706554504415385
5.9168,5.904620884900172
6.6565,5.938459230088044
7.3961,5.971529019576305
8.1357,6.19040283792665
8.8753,6.871397092833158
9.6149,7.405586951522839
10.354,7.837190695392387
11.094,8.223770264855153
11.834,8.533130955882012
12.573,9.027490464810784
13.313,9.47920105246271
14.053,9.836601085360252
14.792,10.193518145240365
15.532,10.520674010885447
16.271,11.210779890706927
17.011,11.887897657570047
17.751,12.39056786300414
18.49,12.805979951633038
19.23,13.15217389490331
19.969,13.497900008520517
20.709,14.223315867484882
21.449,14.734781856707933
22.188,15.17173890142979
22.928,15.507120944924004
23.667,15.842049769440525
24.407,16.559985332667058
25.147,17.1381064161582
25.886,17.715446254941924
26.626,18.16538183413896
27.365,18.530059715062833
28.105,19.21431056431848
28.845,19.932935809106944
29.584,20.650589938699756
30.324,21.17642047273599
31.063,21.63323700647584
31.803,22.090671695200463
32.543,22.54810638392508
33.282,23.00492291766494
34.022,23.28646488952987
34.761,23.543236542997203
35.501,23.800355654723617
36.241,24.057474766450035
36.98,24.31424641991736
37.72,24.571365531643778
38.46,24.828484643370196
39.199,25.08525629683752
39.939,25.342375408563942
40.678,25.580786829862227
41.418,25.72167101169718
42.158,25.862555193532135
42.897,26.00324899133758
43.637,26.14413317317253
44.376,26.284826970977978
45.116,26.42571115281293
45.856,26.566595334647886
46.595,26.70728913245333
47.335,26.84817331428828
48.074,26.98886711209373
48.814,27.12975129392868
49.554,28.983463321390186
50.293,29.033063777159015
51.033,29.14676094221513
51.772,29.212180102447736
52.512,29.2910921360192
53.252,29.376163148903792
53.991,29.46985432622451
54.731,29.56801623340716
55.47,29.66604548936389
56.21,29.76420739654654
56.95,29.864527787035726
57.689,29.96517915668593
58.429,30.065966725753796
59.168,30.166618095404004
59.908,30.267405664471866
60.648,30.368193233539735
61.387,30.468844603189936
62.127,30.568079021894928
62.867,30.656949561680797
63.606,30.745700006142634
64.346,30.834570545928507
65.085,30.923320990390348
65.825,31.01219153017622
66.565,31.101062069962094
67.304,31.189812514423934
68.044,31.278683054209804
68.783,31.36743349867164
69.523,31.456304038457517
70.263,31.54517457824339
71.002,31.633925022705228
71.742,32.828194336165524
72.481,32.95953684365911
73.221,32.99196585244593
