time,fgr
0.0,2.7871730949777
0.73961,2.7871701375235944
1.4792,2.7871626228028115
2.2188,2.787131278811076
2.9584,2.7870728074676343
3.698,2.787005017548538
4.4376,2.8016336830577764
5.1772,2.825336044442082
5.9168,2.8489554517587576
6.6565,2.8725417053325923
7.3961,2.895636217299015
8.1357,3.0599240367630296
8.8753,3.609119966590886
9.6149,4.06122676828638
10.354,4.446872991236995
11.094,4.796784464193501
11.834,5.085319966494692
12.573,5.514282957841031
13.313,5.940935757282474
14.053,6.308904951323806
14.792,6.676376889697514
15.532,7.012878672911113
16.271,7.647139079235887
17.011,8.37350986656471
17.751,8.925291637652045
18.49,9.38279916843366
19.23,9.76554419474588
19.969,10.14777199804957
20.709,10.955390079436363
21.449,11.5197176443619
22.188,12.000964445680218
22.928,12.36893135962448
23.667,12.73640102098233
24.407,13.583583979165526
25.147,14.22135879394131
25.886,14.858271750859291
26.626,15.35028934338322
27.365,15.745388559917782
28.105,16.592940426487317
28.845,17.386302968100388
29.584,18.17859339817074
30.324,18.744643750790946
31.063,19.229396880415493
31.803,19.714805968266873
32.543,20.200215056118246
33.282,20.684968185742793
34.022,20.981346326148767
34.761,21.251112309490935
35.501,21.521243334759138
36.241,21.79137436002734
36.98,22.06114034336951
37.72,22.331271368637715
38.46,22.60140239390592
39.199,22.871168377248082
39.939,23.14129940251629
40.678,23.39217029145471
41.418,23.542680281809478
42.158,23.693190272164248
42.897,23.84349687064016
43.637,23.99400686099493
44.376,24.14431345947084
45.116,24.294823449825607
45.856,24.445333440180377
46.595,24.595640038656285
47.335,24.74615002901105
48.074,24.896456627486963
48.814,25.046966617841733
49.554,27.824094713396534
50.293,27.862307795137504
51.033,27.999791290008055
51.772,28.071518208343754
52.512,28.155002887405423
53.252,28.240508456948884
53.991,28.335834277462506
54.731,28.43228829531622
55.47,28.528611969902567
56.21,28.62532022065355
56.95,28.725854217051427
57.689,28.826252356697417
58.429,28.92678635309529
59.168,29.027184492741277
59.908,29.127718489139156
60.648,29.228252485537034
61.387,29.328650625183023
62.127,29.42431703239554
62.867,29.51171563820407
63.606,29.598996137788536
64.346,29.68639474359707
65.085,29.773675243181533
65.825,29.861073848990067
66.565,29.948472454798598
67.304,30.035752954383064
68.044,30.123151560191594
68.783,30.21043205977606
69.523,30.29783066558459
70.263,30.38522927139313
71.002,30.47250977097759
71.742,32.23696801043497
72.481,32.44275259655134
73.221,32.47537286676343
