time,fgr
0.0,4.9712813536566
0.73961,4.9712694653650376
1.4792,4.971256060536643
2.2188,4.9712001545753965
2.9584,4.9710969061417
3.698,4.971004425476575
4.4376,4.988317816670956
5.1772,5.015769430785037
5.9168,5.0428295795768125
6.6565,5.069771897532373
7.3961,5.095993614913878
8.1357,5.268524281036419
8.8753,5.807116217275489
9.6149,6.22942423078702
10.354,6.572492153503029
11.094,6.880875226322966
11.834,7.129750082672776
12.573,7.541409697467101
13.313,7.915790193734481
14.053,8.213719972362151
14.792,8.511247143180865
15.532,8.782944352610208
16.271,9.373989722778044
17.011,9.94378004695946
17.751,10.371724643421803
18.49,10.733285521577674
19.23,11.042298215040574
19.969,11.35089332378258
20.709,12.02581522944319
21.449,12.49901872010045
22.188,12.908542597134655
22.928,13.231370946203938
23.667,13.553763040747453
24.407,14.266243796904266
25.147,14.853414448838794
25.886,15.439791626919359
26.626,15.892941284994194
27.365,16.256975327589387
28.105,16.947690394689047
28.845,17.703415409978245
29.584,18.458119175246786
30.324,19.019039330772674
31.063,19.510185910873236
31.803,20.00199710068977
32.543,20.4938082905063
33.282,20.98495487060686
34.022,21.287491210207616
34.761,21.563373250502245
35.501,21.839628608848688
36.241,22.115883967195135
36.98,22.391766007489757
37.72,22.668021365836204
38.46,22.94427672418265
39.199,23.220158764477276
39.939,23.496414122823722
40.678,23.75268895764727
41.418,23.904815049418247
42.158,24.056941141189224
42.897,24.20886165716051
43.637,24.360987748931493
44.376,24.512908264902784
45.116,24.665034356673758
45.856,24.81716044844474
46.595,24.96908096441603
47.335,25.121207056187007
48.074,25.273127572158295
48.814,25.425253663929272
49.554,27.169520162633
50.293,27.227985277257847
51.033,27.34438408138237
51.772,27.408826521221112
52.512,27.489267442908428
53.252,27.574637439590152
53.991,27.67148639490453
54.731,27.77158144773874
55.47,27.871541236988037
56.21,27.971636289822246
56.95,28.07556033470422
57.689,28.179578550425177
58.429,28.28373752151247
59.168,28.387755737233427
59.908,28.49191470832072
60.648,28.596073679408015
61.387,28.700091895128978
62.127,28.801438520715163
62.867,28.894368342499476
63.606,28.987172583443538
64.346,29.080102405227855
65.085,29.172906646171917
65.825,29.265836467956234
66.565,29.358766289740544
67.304,29.45157053068461
68.044,29.544500352468923
68.783,29.63730459341299
69.523,29.7302344151973
70.263,29.82316423698162
71.002,29.91596847792568
71.742,30.994580212247662
72.481,31.108115588368715
73.221,31.142110593148644
