time,fgr
0.0,5.8429671811094
0.73961,5.84295790999749
1.4792,5.842942156313712
2.2188,5.842876447506779
2.9584,5.842754615075791
3.698,5.842638274475941
4.4376,5.860801227950846
5.1772,5.889690608139942
5.9168,5.918194528992229
6.6565,5.9465828084369035
7.3961,5.974212765517118
8.1357,6.163267107055404
8.8753,6.720324979767611
9.6149,7.166087455368522
10.354,7.5368434645345825
11.094,7.871809424296229
11.834,8.145336404402782
12.573,8.674465562593529
13.313,9.097141168989808
14.053,9.41843706545923
14.792,9.739298778284777
15.532,10.034722244927092
16.271,10.74423540765112
17.011,11.368888516653831
17.751,11.82266911328796
18.49,12.202984731282156
19.23,12.52509837204865
19.969,12.846776724111406
20.709,13.551077636726674
21.449,14.032182742470358
22.188,14.446945916573387
22.928,14.771350693242923
23.667,15.09531708507912
24.407,15.80476576799575
25.147,16.374489201027643
25.886,16.94344273752842
26.626,17.38433423622422
27.365,17.739553376299597
28.105,18.409196944183602
28.845,19.12745077688165
29.584,19.84473399629227
30.324,20.374565798456523
31.063,20.836927348810942
31.803,21.299914557555557
32.543,21.762901766300175
33.282,22.22526331665459
34.022,22.508645389570543
34.761,22.766739881375646
35.501,23.025183621478178
36.241,23.283627361580713
36.98,23.54172185338581
37.72,23.800165593488344
38.46,24.05860933359088
39.199,24.31670382539598
39.939,24.575147565498515
40.678,24.814982323006454
41.418,24.957827364992017
42.158,25.100672406977573
42.897,25.243324415122608
43.637,25.386169457108167
44.376,25.528821465253206
45.116,25.67166650723876
45.856,25.81451154922432
46.595,25.957163557369356
47.335,26.10000859935491
48.074,26.24266060749995
48.814,26.385505649485506
49.554,28.164135064868702
50.293,28.229252711724705
51.033,28.34150945316229
51.772,28.404414169090067
52.512,28.484149619109267
53.252,28.566787544120906
53.991,28.660971185413292
54.731,28.756454612038908
55.47,28.851809007006924
56.21,28.947380495375725
56.95,29.044277153831693
57.689,29.141042870857312
58.429,29.237939529313277
59.168,29.334705246338892
59.908,29.43160190479486
60.648,29.528498563250828
61.387,29.625264280276447
62.127,29.718034321136425
62.867,29.803795131460603
63.606,29.88944004879785
64.346,29.975200859122033
65.085,30.06084577645928
65.825,30.146606586783463
66.565,30.232367397107637
67.304,30.318012314444893
68.044,30.403773124769067
68.783,30.48941804210632
69.523,30.575178852430493
70.263,30.660939662754675
71.002,30.746584580091927
71.742,31.81186613924488
72.481,31.93056137687248
73.221,31.96417222698456
