time,fgr
0.0,1.7224034464493
0.73961,1.7223997131503954
1.4792,1.7223950692457521
2.2188,1.722375699462563
2.9584,1.7223395656518612
3.698,1.7222988493149713
4.4376,1.7308078535997748
5.1772,1.7443291490156903
5.9168,1.7576532870167987
6.6565,1.770918619582072
7.3961,1.7838168130820773
8.1357,1.8726148278504555
8.8753,2.1534634259977503
9.6149,2.37674522049737
10.354,2.5599125527962316
11.094,2.723429922242126
11.834,2.8532572800389158
12.573,3.063158497690355
13.313,3.2695795797920804
14.053,3.447806749456281
14.792,3.6257930715939084
15.532,3.7862275395530025
16.271,4.132544848570316
17.011,4.502931589950245
17.751,4.802316311540755
18.49,5.067371472618687
19.23,5.305442649970541
19.969,5.543192109515162
20.709,6.123003743205758
21.449,6.545904292985205
22.188,6.917587709835706
22.928,7.219678803899265
23.667,7.521361666754633
24.407,8.217856671060268
25.147,8.833541542459649
25.886,9.448394407276062
26.626,9.92225359118509
27.365,10.30181519945414
28.105,11.027060353416205
28.845,11.891083223599939
29.584,12.753938495310456
30.324,13.396586802776692
31.063,13.959937962071805
31.803,14.524051436873414
32.543,15.088164911675019
33.282,15.651516070970134
34.022,15.997907757916034
34.761,16.313641336665953
35.501,16.62980215977142
36.241,16.94596298287689
36.98,17.261696561626806
37.72,17.577857384732276
38.46,17.894018207837743
39.199,18.209751786587663
39.939,18.52591260969313
40.678,18.81814961746118
41.418,18.985558384730865
42.158,19.15296715200055
42.897,19.320149691206357
43.637,19.487558458476045
44.376,19.65474099768185
45.116,19.822149764951533
45.856,19.989558532221217
46.595,20.156741071427025
47.335,20.32414983869671
48.074,20.491332377902516
48.814,20.658741145172204
49.554,22.378829811128956
50.293,22.45137563883538
51.033,22.57994195542743
51.772,22.6472296369009
52.512,22.736581787171176
53.252,22.82983543744838
53.991,22.940283275034922
54.731,23.052701665357425
55.47,23.164968138936253
56.21,23.277641664048218
56.95,23.394416971544484
57.689,23.51103447457116
58.429,23.62780978206743
59.168,23.744427285094105
59.908,23.861202592590374
60.648,23.977977900086643
61.387,24.094595403113317
62.127,24.205582647205453
62.867,24.3065787888108
63.606,24.4074384491437
64.346,24.508434590749047
65.085,24.60929425108195
65.825,24.710290392687295
66.565,24.81128653429264
67.304,24.912146194625542
68.044,25.01314233623089
68.783,25.114001996563793
69.523,25.214998138169136
70.263,25.315994279774483
71.002,25.416853940107384
71.742,26.405907276243767
72.481,26.49777285090141
73.221,26.53568303839119
