time,fgr
0.0,2.507914499285
0.73961,2.507911115349681
1.4792,2.5079043535624024
2.2188,2.5078761500651168
2.9584,2.5078237274501833
3.698,2.507777261641446
4.4376,2.5209311079754713
5.1772,2.5417285504249514
5.9168,2.562184958122692
6.6565,2.5825378080235604
7.3961,2.6023171368126814
8.1357,2.759564413327873
8.8753,3.2451744245881136
9.6149,3.6067067467699694
10.354,3.8910942912376743
11.094,4.143259507500144
11.834,4.340212269362132
12.573,4.6301132158842835
13.313,4.918415946743796
14.053,5.167305154561286
14.792,5.415858025611456
15.532,5.639784755413452
16.271,5.895402116645144
17.011,6.315366380948122
17.751,6.716508197712783
18.49,7.048907479087682
19.23,7.326788777712605
19.969,7.604294561069118
20.709,8.107096886418105
21.449,8.543932894253127
22.188,8.92528680761903
22.928,9.231184697583782
23.667,9.536669212021556
24.407,10.174955062121063
25.147,10.772260114046077
25.886,11.368757996982007
26.626,11.830486484157868
27.365,12.202060512729453
28.105,12.909101575373302
28.845,13.722608509078464
29.584,14.53501610908943
30.324,15.134286536570627
31.063,15.656847309304208
31.803,16.1801152008101
32.543,16.70338309231599
33.282,17.225943865049572
34.022,17.547937946635102
34.761,17.841587619885047
35.501,18.135634653991893
36.241,18.42968168809874
36.98,18.723331361348684
37.72,19.01737839545553
38.46,19.311425429562377
39.199,19.605075102812318
39.939,19.899122136919168
40.678,20.171787695666833
41.418,20.332988529597653
42.158,20.494189363528474
42.897,20.655172358494518
43.637,20.81637319242534
44.376,20.977356187391386
45.116,21.138557021322207
45.856,21.299757855253027
46.595,21.460740850219075
47.335,21.621941684149895
48.074,21.782924679115943
48.814,21.944125513046764
49.554,23.672756126409308
50.293,23.691176892904448
51.033,23.7924066163405
51.772,23.85553181464951
52.512,23.929133818980013
53.252,24.004582403272135
53.991,24.093088558531022
54.731,24.183037880728058
55.47,24.272865649786986
56.21,24.363533843210384
56.95,24.46501974942566
57.689,24.566368512524427
58.429,24.667854418739704
59.168,24.76920318183847
59.908,24.870689088053748
60.648,24.97217499426902
61.387,25.07352375736779
62.127,25.17297121366002
62.867,25.268956278510835
63.606,25.364811633814554
64.346,25.46079669866537
65.085,25.55665205396909
65.825,25.652637118819904
66.565,25.74862218367072
67.304,25.844477538974438
68.044,25.940462603825253
68.783,26.036317959128972
69.523,26.132303023979787
70.263,26.228288088830602
71.002,26.324143444134318
71.742,27.45619218118028
72.481,27.575892310122587
73.221,27.59348985136312
