time,fgr
0.0,1.1151575460085
0.73961,1.11515915154093
1.4792,1.1151561448678284
2.2188,1.115143603997799
2.9584,1.115120209341295
3.698,1.1150930862942054
4.4376,1.118912617961267
5.1772,1.125254849685653
5.9168,1.1316828605251033
6.6565,1.13813581913006
7.3961,1.1445630643352254
8.1357,1.196201947889447
8.8753,1.4075920017338657
9.6149,1.6143239166001242
10.354,1.8114787797592915
11.094,1.9979189627381975
11.834,2.165787931983929
12.573,2.434564333527713
13.313,2.7168563488952917
14.053,2.987945491808863
14.792,3.25866829804282
15.532,3.509932839995455
16.271,3.8975796077486873
17.011,4.492172070540119
17.751,4.9902945858567325
18.49,5.414459043036948
19.23,5.780131744364271
19.969,6.145310293392502
20.709,6.965792670948722
21.449,7.546308287483616
22.188,8.046654839367305
22.928,8.43780751534769
23.667,8.828431606630804
24.407,9.81365146853792
25.147,10.516749582205211
25.886,11.218897563286468
26.626,11.765234371561437
27.365,12.207312648934945
28.105,13.262687036869018
28.845,14.134262980500896
29.584,15.004661118803545
30.324,15.6027021917759
31.063,16.103027013407164
31.803,16.604028864567027
32.543,17.105030715726883
33.282,17.60535553735815
34.022,17.913099780567347
34.761,18.193630424619982
35.501,18.474540677121936
36.241,18.755450929623898
36.98,19.035981573676526
37.72,19.316891826178487
38.46,19.597802078680445
39.199,19.878332722733077
39.939,20.159242975235035
40.678,20.421901868342236
41.418,20.58966966714025
42.158,20.757437465938263
42.897,20.92497855149466
43.637,21.09274635029267
44.376,21.260287435849065
45.116,21.42805523464708
45.856,21.595823033445093
46.595,21.763364119001487
47.335,21.931131917799497
48.074,22.098673003355895
48.814,22.26644080215391
49.554,25.91022167019542
50.293,25.93331277403918
51.033,26.067515042209372
51.772,26.135726684294774
52.512,26.20900985923897
53.252,26.283170666227154
53.991,26.363668369850792
54.731,26.44492235666277
55.47,26.52606654078987
56.21,26.607642731364788
56.95,26.694067506275985
57.689,26.780375490950817
58.429,26.866800265862018
59.168,26.95310825053685
59.908,27.039533025448044
60.648,27.12595780035925
61.387,27.212265785034077
62.127,27.296783686569505
62.867,27.37806268486699
63.606,27.45923184668029
64.346,27.540510844977774
65.085,27.621680006791074
65.825,27.70295900508856
66.565,27.784238003386044
67.304,27.865407165199343
68.044,27.946686163496828
68.783,28.027855325310128
69.523,28.109134323607613
70.263,28.190413321905098
71.002,28.271582483718397
71.742,30.48555144305752
72.481,30.76335126349411
73.221,30.785634567892973
