time,fgr
0.0,2.7155944471507
0.73961,2.715589798676576
1.4792,2.7155824769496824
2.2188,2.715551937937674
2.9584,2.7154949682302627
3.698,2.715429346744739
4.4376,2.7262261008279363
5.1772,2.7435295342872568
5.9168,2.760633687262535
6.6565,2.7776782043392747
7.3961,2.7942816710719187
8.1357,2.9196560630009873
8.8753,3.2640248794230073
9.6149,3.5484049887222313
10.354,3.788384373861116
11.094,4.006285544346086
11.834,4.186262894480386
12.573,4.57235789441732
13.313,4.8660363091504495
14.053,5.093622416948927
14.792,5.320900975953082
15.532,5.530226196168156
16.271,6.1035414646639685
17.011,6.587493534721379
17.751,6.939092213358352
18.49,7.24816762158684
19.23,7.523771566760377
19.969,7.799003074170168
20.709,8.464817180946696
21.449,8.917902405542089
22.188,9.315401810069503
22.928,9.637353870398647
23.667,9.958870860375994
24.407,10.698598969798871
25.147,11.311837138427315
25.886,11.924246606827886
26.626,12.400951230516227
27.365,12.78684919794482
28.105,13.529986799721966
28.845,14.358115228537924
29.584,15.185124564882514
30.324,15.798216336004765
31.063,16.334296296775538
31.803,16.871101670213122
32.543,17.407907043650702
33.282,17.943987004421473
34.022,18.27764853818262
34.761,18.58269059237201
35.501,18.888145423360026
36.241,19.19360025434805
36.98,19.498642308537434
37.72,19.804097139525453
38.46,20.109551970513472
39.199,20.414594024702858
39.939,20.720048855690873
40.678,21.002829856158097
41.418,21.16735444209898
42.158,21.331879028039864
42.897,21.4961812834592
43.637,21.660705869400083
44.376,21.825008124819426
45.116,21.989532710760308
45.856,22.15405729670119
46.595,22.318359552120526
47.335,22.48288413806141
48.074,22.64718639348075
48.814,22.811710979421633
49.554,24.8365817066185
50.293,24.926181331918805
51.033,25.057620948564285
51.772,25.12984493105162
52.512,25.224543405313312
53.252,25.323177420309843
53.991,25.4354289989993
54.731,25.54927827904481
55.47,25.662973708711885
56.21,25.7768053518919
56.95,25.89035344854195
57.689,26.003748101818154
58.429,26.11729619846821
59.168,26.230690851744413
59.908,26.34423894839447
60.648,26.457787045044526
61.387,26.571181698320725
62.127,26.67858951720672
62.867,26.77539825654663
63.606,26.872076173265818
64.346,26.96888491260573
65.085,27.065562829324918
65.825,27.162371568664827
66.565,27.259180308004744
67.304,27.355858224723928
68.044,27.452666964063837
68.783,27.549344880783025
69.523,27.646153620122938
70.263,27.742962359462858
71.002,27.83964027618204
71.742,28.987652437860866
72.481,29.10932067142848
73.221,29.15218831462329
